('Aaron', 'Jimmie', 'Dr.', 'N', 15545871, 15)
('Powell', 'Katherine', 'Ms.', 'N', 20390321, 15)
('Powell', 'Kelly', 'Mr.', 'N', 23043328, 16)
('Powell', 'Latrice', 'Mrs.', 'N', 8675026, 16)
('Powell', 'Mattie', 'Ms.', 'N', 9973769, 16)
('Powell', 'Mildred', 'Dr.', 'N', 734717, 15)
('Powell', 'Natalie', 'Miss', 'Y', 1032686, 15)
('Powell', 'Nina', 'Miss', 'Y', 19598478, 15)
('Powell', 'Renee', 'Dr.', 'N', 19365331, 15)
('Powell', 'Richard', 'Sir', 'Y', 20624391, 15)
('Powell', 'Robert', 'Sir', 'Y', 20964542, 15)
('Powell', 'Romana', 'Dr.', 'Y', 10423079, 15)
('Powell', 'Rosalie', 'Mrs.', 'N', 18362069, 16)
('Powell', 'Sandra', 'Miss', 'Y', 12180786, 16)
('Powell', 'Shanna', 'Dr.', 'N', 5056895, 15)
('Powell', 'Steve', 'Dr.', 'N', 15393736, 15)
('Powell', 'Susana', 'Dr.', 'N', 14522637, 15)
('Powell', 'Tammi', 'Miss', 'Y', 16081676, 15)
('Powell', 'Tammy', 'Mrs.', 'Y', 4623877, 15)
('Powell', 'Virginia', 'Miss', 'N', 12700912, 15)
('Powell', 'Wanda', 'Miss', 'Y', 15751791, 16)
('Powell', 'William', 'Dr.', 'N', 11493933, 15)
('Powell', 'William', 'Dr.', 'N', 12565885, 16)
('Powell', 'Wm', 'Dr.', 'N', 10313310, 15)
('Powell', 'Yvette', 'Miss', 'Y', 13758996, 15)
('Power', 'Lakenya', 'Ms.', 'N', 8194159, 16)
('Power', 'Patricia', 'Mr.', 'N', 13145744, 15)
('Powers', 'Andre', 'Mrs.', 'Y', 16087382, 15)
('Powers', 'Bobby', 'Mr.', 'Y', 15903156, 15)
('Powers', 'Debra', 'Miss', 'Y', 23749052, 16)
('Powers', 'Gwendolyn', 'Ms.', 'N', 5028714, 15)
('Powers', 'Henry', 'Dr.', 'N', 4101944, 16)
('Powers', 'Isaac', 'Sir', 'N', 19490388, 15)
('Powers', 'James', 'Sir', 'Y', 11559163, 15)
('Powers', 'Janis', 'Dr.', 'Y', 12498839, 15)
('Powers', 'Jonathan', 'Dr.', 'Y', 802121, 15)
('Powers', 'Kenneth', 'Sir', 'Y', 4768554, 15)
('Powers', 'Kevin', 'Mr.', 'N', 20563202, 15)
('Powers', 'Mildred', 'Mrs.', 'Y', 15732325, 16)
('Powers', 'Myriam', 'Ms.', 'Y', 12240470, 15)
('Powers', 'Pamela', 'Mrs.', 'Y', 13101716, 16)
('Powers', 'Richard', 'Dr.', 'Y', 3560777, 15)
('Powers', 'Sanjuanita', 'Dr.', 'N', 242566, 15)
('Powers', 'Theresa', 'Mrs.', 'Y', 14487040, 16)
('Powers', 'Winifred', None, None, 14679131, 15)
('Powers', 'Yolanda', 'Ms.', 'N', 17896267, 16)
('Prado', 'Eva', 'Ms.', 'Y', 11778921, 15)
('Prater', 'Athena', 'Miss', 'N', 20219873, 15)
('Prater', 'George', 'Sir', 'Y', 3965791, 16)
('Prater', 'Heather', 'Ms.', 'N', 6629696, 15)
('Prater', 'Jacqueline', 'Ms.', 'N', 3917776, 15)
('Prater', 'John', 'Dr.', 'Y', 13383573, 16)
('Prater', 'Jose', 'Sir', 'Y', 13352714, 15)
('Prater', 'Kayla', 'Ms.', 'N', 23345249, 16)
('Prater', 'Tiffany', 'Miss', 'N', 14458386, 15)
('Prater', 'Tonia', 'Ms.', 'Y', 23275591, 15)
('Prather', 'Anna', 'Miss', 'N', 22776499, 16)
('Prather', 'Keith', 'Sir', 'Y', 21141544, 15)
('Pratt', 'Charles', 'Sir', 'Y', 13369299, 15)
('Pratt', 'Christin', 'Dr.', 'N', 11225819, 15)
('Pratt', 'Cory', 'Mr.', 'Y', 12190185, 15)
('Pratt', 'Darby', 'Mrs.', 'N', 14926923, 15)
('Pratt', 'Everett', 'Mr.', 'Y', 8416672, 15)
('Pratt', 'James', 'Mr.', 'N', 17881190, 15)
('Pratt', 'Paulette', 'Miss', 'N', 8552015, 16)
('Pratt', 'Ruth', 'Dr.', 'N', 12053703, 16)
('Pratt', 'Ruth', 'Dr.', 'N', 22837092, 15)
('Pratt', 'Tameka', 'Mrs.', 'Y', 2275224, 16)
('Prentice', None, 'Dr.', 'N', 5697670, 15)
('Prescott', 'Francine', 'Miss', 'Y', 23075414, 15)
('Presley', 'Benjamin', 'Mr.', 'N', 22443543, 16)
('Presley', 'Charles', 'Sir', 'N', 12115378, 16)
('Presley', 'Graciela', 'Ms.', 'Y', 17504749, 15)
('Presley', 'James', 'Sir', 'N', 14035251, 15)
('Presley', 'Stuart', 'Dr.', 'Y', 7201352, 16)
('Pressley', 'Karen', 'Miss', 'Y', 15569360, 15)
('Pressley', 'William', 'Mr.', 'N', 16139119, 15)
('Preston', 'Amy', 'Mrs.', 'Y', 14940866, 15)
('Preston', 'Carl', 'Mr.', 'Y', 10198527, 15)
('Preston', 'Kevin', 'Dr.', 'Y', 14543488, 16)
('Preston', 'Linda', 'Miss', 'N', 13072012, 16)
('Preston', 'Melvin', 'Mr.', 'N', 4281420, 15)
('Preston', 'Ralph', 'Sir', 'Y', 21177429, 16)
('Preston', 'Richard', 'Mr.', 'N', 5091216, 16)
('Preston', 'Walter', 'Sir', 'Y', 18834671, 15)
('Preston', None, 'Mrs.', 'N', 7986978, 15)
('Prewitt', 'David', 'Dr.', 'Y', 14466129, 15)
('Prewitt', 'George', 'Sir', 'N', 15879603, 15)
('Prewitt', 'Linda', 'Miss', 'Y', 9779966, 15)
('Price', 'Anthony', 'Ms.', 'Y', 4076649, 16)
('Price', 'Arlene', 'Dr.', 'Y', 9038921, 15)
('Price', 'Barbara', 'Ms.', 'Y', 9482841, 15)
('Price', 'Bernadette', 'Dr.', 'N', 9880258, 16)
('Price', 'Bradley', 'Sir', 'N', 10658574, 15)
('Price', 'Christen', 'Dr.', 'Y', 6637054, 15)
('Price', 'Clyde', 'Mr.', 'N', 14131310, 15)
('Price', 'Corey', 'Sir', 'Y', 2149607, 16)
('Price', 'Curtis', 'Sir', 'Y', 11682506, 15)
('Price', 'Dallas', 'Mr.', 'N', 591648, 15)
('Price', 'David', 'Dr.', 'N', 18363664, 15)
('Price', 'David', 'Sir', 'Y', 4914190, 15)
('Price', 'David', 'Sir', 'N', 8139947, 16)
('Price', 'Dawn', 'Dr.', 'Y', 1282697, 15)
('Price', 'Deborah', 'Dr.', 'N', 9311798, 15)
('Price', 'Debra', 'Miss', 'N', 8888255, 16)
('Price', 'Dennis', 'Dr.', 'Y', 18798280, 15)
('Price', 'Edward', 'Sir', 'N', 15014668, 15)
('Price', 'Elizabeth', 'Mrs.', 'Y', 19001993, 16)
('Price', 'Ernest', 'Dr.', 'N', 10753801, 15)
('Price', 'Geoffrey', 'Dr.', 'N', 2229155, 16)
('Price', 'George', 'Mr.', 'Y', 14215139, 16)
('Price', 'George', 'Mr.', 'N', 4258042, 16)
('Price', 'Guillermo', 'Dr.', 'Y', 9949961, 15)
('Price', 'Haley', 'Miss', 'Y', 18534316, 15)
('Price', 'Jacqueline', 'Miss', 'Y', 11405277, 15)
('Price', 'Jeff', 'Sir', 'N', 9143540, 16)
('Price', 'Jesse', 'Sir', 'Y', 14497379, 15)
('Price', 'Joann', 'Miss', 'N', 22078949, 15)
('Price', 'John', 'Mr.', 'Y', 17292024, 15)
('Price', 'John', 'Sir', 'Y', 22030369, 15)
('Price', 'Juanita', 'Dr.', 'N', 8543026, 16)
('Price', 'Judith', 'Mrs.', 'Y', 22584987, 15)
('Price', 'Juliana', 'Mrs.', 'N', 17465161, 15)
('Price', 'Julio', 'Dr.', 'Y', 6873246, 15)
('Price', 'Kathryn', 'Mrs.', 'N', 22168425, 15)
('Price', 'Kenneth', 'Mr.', 'N', 2976329, 15)
('Price', 'Kenneth', 'Sir', 'N', 19118788, 15)
('Price', 'Marc', 'Sir', 'N', 4906696, 15)
('Price', 'Margo', 'Ms.', 'Y', 8641784, 16)
('Price', 'Mark', 'Mr.', 'Y', 4767258, 15)
('Price', 'Mark', 'Mr.', 'N', 15333630, 15)
('Price', 'Milton', 'Sir', 'Y', 16107702, 15)
('Price', 'Nancy', 'Dr.', 'Y', 10307556, 15)
('Price', 'Patrick', 'Sir', 'N', 10838603, 15)
('Price', 'Ricardo', 'Sir', 'Y', 17495312, 15)
('Price', 'Robert', 'Dr.', 'Y', 3017619, 15)
('Price', 'Roosevelt', 'Dr.', 'Y', 11828731, 15)
('Price', 'Rosanna', 'Mrs.', 'N', 7331601, 16)
('Price', 'Russell', 'Sir', 'N', 22971908, 15)
('Price', 'Sarah', 'Ms.', 'Y', 8425795, 15)
('Price', 'Sheryl', 'Mrs.', 'Y', 22301137, 15)
('Price', 'Sonja', 'Miss', 'Y', 6925585, 15)
('Price', 'Steve', 'Sir', 'N', 21800928, 15)
('Price', 'Teresa', 'Dr.', 'Y', 2246147, 16)
('Price', 'Valerie', 'Dr.', 'N', 18464041, 16)
('Price', 'Victoria', 'Miss', 'Y', 6553188, 15)
('Price', 'Viola', 'Mrs.', 'N', 218446, 15)
('Price', 'William', 'Dr.', 'N', 6199995, 16)
('Price', 'William', 'Dr.', 'N', 7120675, 16)
('Price', 'William', 'Sir', 'N', 16214913, 15)
('Price', 'William', 'Sir', 'N', 16778464, 15)
('Price', None, 'Dr.', None, 8790965, 16)
('Price', None, 'Dr.', None, 14371304, 15)
('Prichard', 'Annie', 'Dr.', 'Y', 23477661, 16)
('Pride', 'Cindy', 'Mrs.', 'Y', 2924747, 15)
('Pride', 'Yolanda', 'Dr.', 'N', 2779558, 15)
('Pridgen', 'Andrea', 'Dr.', 'Y', 7076336, 16)
('Pridgen', 'Jane', 'Ms.', 'Y', 20398680, 15)
('Pridgen', 'Raul', 'Dr.', 'Y', 15541906, 15)
('Pridgen', 'Wanda', 'Dr.', 'Y', 11571116, 15)
('Priest', 'David', 'Dr.', 'Y', 10220971, 15)
('Priest', 'Esther', 'Dr.', 'N', 5929940, 15)
('Priest', 'Keith', 'Mr.', 'N', 10142488, 15)
('Priest', 'Timmy', 'Sir', 'N', 22911058, 16)
('Prieto', 'Brian', 'Sir', 'Y', 2729796, 15)
('Prince', 'Alda', 'Dr.', 'N', 20002573, 15)
('Prince', 'Ann', 'Miss', 'N', 11676161, 15)
('Prince', 'Candace', 'Miss', 'N', 4817010, 15)
('Prince', 'Dennis', 'Sir', 'Y', 2079114, 15)
('Prince', 'Eva', 'Miss', 'Y', 11184161, 15)
('Prince', 'Eva', 'Miss', 'Y', 15407635, 16)
('Prince', 'Gary', 'Mr.', 'N', 23361898, 15)
('Prince', 'Lynn', 'Sir', 'N', 2544348, 15)
('Pringle', 'Jessica', 'Ms.', 'N', 20412011, 15)
('Pringle', 'Kyle', 'Dr.', 'Y', 4421184, 15)
('Pringle', 'Terrence', 'Mr.', 'N', 21561102, 15)
('Pringle', None, 'Miss', None, 6280809, 15)
('Pritchard', 'Hobert', 'Mr.', 'N', 15994837, 15)
('Pritchard', 'Michael', 'Mr.', 'N', 6431071, 15)
('Pritchard', 'Michele', 'Ms.', 'Y', 13978585, 15)
('Pritchard', 'Richard', 'Mr.', 'N', 13626872, 15)
('Pritchard', 'Rose', 'Ms.', 'N', 18697558, 15)
('Pritchard', 'Shari', 'Mrs.', 'N', 8795320, 15)
('Pritchett', 'Charley', 'Mr.', 'Y', 12786377, 15)
('Pritchett', 'Christine', 'Mrs.', 'Y', 22986838, 15)
('Pritchett', 'Cynthia', 'Mrs.', 'Y', 15354154, 15)
('Proctor', 'Addie', 'Dr.', 'N', 19926392, 15)
('Proctor', 'Esther', 'Mrs.', 'Y', 7774594, 15)
('Proctor', 'Gene', 'Sir', 'N', 10348970, 15)
('Proctor', 'Robert', 'Mr.', 'Y', 16578607, 15)
('Proctor', 'Robert', 'Sir', 'N', 2545983, 16)
('Proffitt', 'Tanya', 'Ms.', 'Y', 9554323, 16)
('Prosser', 'Agnes', 'Miss', 'N', 7281009, 16)
('Prosser', 'Joshua', 'Dr.', 'N', 15732342, 15)
('Provost', 'Brian', 'Dr.', 'N', 17388097, 15)
('Provost', 'Tim', 'Dr.', 'Y', 85035, 15)
('Pruett', 'Oscar', 'Mr.', 'Y', 22727640, 15)
('Pruitt', 'Anthony', 'Ms.', 'Y', 14254052, 16)
('Pruitt', 'Christina', 'Miss', 'N', 15385036, 15)
('Pruitt', 'Denise', 'Mrs.', 'Y', 16544209, 16)
('Pruitt', 'Kenneth', 'Dr.', 'N', 19762179, 16)
('Pruitt', 'Larry', 'Sir', 'N', 17599379, 15)
('Pruitt', 'Michelle', 'Mrs.', 'Y', 18652433, 15)
('Pruitt', 'Oscar', 'Dr.', 'N', 9856522, 15)
('Pruitt', 'Paul', 'Dr.', 'Y', 19602734, 15)
('Pruitt', 'Sergio', 'Sir', 'Y', 6638638, 15)
('Pruitt', 'Terrell', 'Dr.', 'N', 5583221, 15)
('Pryor', 'Andres', 'Sir', 'Y', 20553347, 16)
('Pryor', 'Jennie', 'Miss', 'Y', 5849620, 15)
('Pryor', 'Julia', 'Miss', 'Y', 12825644, 15)
('Pryor', 'Larry', 'Dr.', 'N', 13672353, 15)
('Pryor', 'Lionel', 'Mr.', 'N', 20354529, 16)
('Pryor', 'Michelle', 'Ms.', 'Y', 15500406, 16)
('Pryor', 'Pauline', 'Dr.', 'N', 22658088, 15)
('Puckett', 'Norman', 'Mr.', 'Y', 13869506, 15)
('Puente', 'Barbara', 'Miss', 'N', 7311340, 15)
('Puente', 'Larry', 'Mr.', 'N', 5429220, 15)
('Pugh', 'Barbara', 'Miss', 'Y', 10944900, 15)
('Pugh', 'Esther', 'Ms.', 'N', 9133084, 15)
('Pugh', 'Francisco', 'Sir', 'N', 9064468, 15)
('Pugh', 'Jaime', 'Dr.', 'N', 7964781, 15)
('Pugh', 'John', 'Mr.', 'Y', 12696771, 15)
('Pugh', 'Leslie', 'Dr.', 'N', 3882503, 15)
('Pugh', 'Olga', 'Miss', 'N', 9548334, 15)
('Pugh', 'Sonya', 'Mrs.', 'Y', 15335131, 16)
('Pugh', 'Stanley', 'Mr.', 'N', 7755279, 15)
('Pugh', 'Victor', 'Dr.', 'Y', 13377712, 16)
('Pugh', 'Willie', 'Mr.', 'N', 3795112, 16)
('Pulido', 'Cynthia', 'Ms.', 'Y', 7243875, 16)
('Pulido', 'Cynthia', 'Ms.', 'Y', 8361629, 16)
('Pulido', 'Dena', 'Ms.', 'N', 1761980, 15)
('Pulido', 'Elbert', 'Dr.', 'N', 7815645, 15)
('Pulido', 'Frank', 'Sir', 'N', 12381066, 15)
('Pulido', 'Gerald', 'Dr.', 'N', 289794, 16)
('Pulido', 'Kirk', 'Dr.', 'N', 10125927, 15)
('Pullen', 'Anthony', 'Ms.', 'Y', 21700041, 15)
('Pullen', 'Fred', 'Sir', 'Y', 16124238, 15)
('Pullen', 'Ramon', 'Dr.', 'N', 16231686, 15)
('Pulley', 'Arthur', 'Mrs.', 'N', 4610143, 15)
('Pulley', 'Jennell', 'Mrs.', 'Y', 4264350, 16)
('Pulley', 'Phil', 'Sir', 'Y', 5219050, 15)
('Purcell', 'Della', 'Miss', 'N', 8920782, 15)
('Purnell', 'Gladys', 'Miss', 'N', 1589909, 15)
('Purnell', 'Joann', 'Ms.', 'Y', 5118124, 15)
('Purnell', 'Paul', 'Mr.', 'Y', 8772787, 15)
('Putman', 'Carolyn', 'Dr.', 'N', 2919456, 16)
('Putman', 'Harold', 'Mr.', 'Y', 6344484, 15)
('Putman', 'Jeremy', 'Sir', 'Y', 2167029, 15)
('Putman', 'Miquel', 'Mr.', 'N', 4569769, 15)
('Putman', None, None, 'Y', 15046820, 15)
('Putnam', 'Brenda', 'Ms.', 'N', 19804437, 16)
('Putnam', 'Bryan', 'Sir', 'N', 3917661, 16)
('Putnam', 'Douglas', 'Sir', 'N', 18766360, 15)
('Putnam', 'John', 'Mr.', 'Y', 17141408, 15)
('Putnam', 'Willard', 'Dr.', 'N', 21524630, 15)
('Putnam', 'William', 'Sir', 'N', 21830696, 15)
('Pyle', 'Diana', 'Miss', 'Y', 16102182, 15)
('Pyle', 'Eloy', 'Mr.', 'Y', 4986672, 16)
('Pyle', 'Gerald', 'Mr.', 'N', 3744953, 15)
('Pyle', 'Joyce', 'Ms.', 'Y', 3920066, 15)
('Pyle', 'Michael', 'Mr.', 'Y', 21773353, 15)
('Quarles', 'Joel', 'Dr.', 'N', 14389905, 16)
('Queen', 'Damian', 'Mr.', 'N', 21912021, 15)
('Queen', 'Dolores', 'Ms.', 'N', 10253327, 15)
('Queen', 'Elizabeth', 'Miss', 'N', 21948098, 15)
('Queen', 'Kevin', 'Mr.', 'Y', 3461744, 15)
('Queen', 'Richard', 'Sir', 'N', 16945216, 16)
('Queen', 'Sarah', 'Miss', 'N', 17451558, 16)
('Queen', None, 'Miss', None, 17037456, 15)
('Quezada', 'Henrietta', 'Mrs.', 'Y', 22524449, 16)
('Quezada', 'James', 'Dr.', 'Y', 17361310, 15)
('Quezada', None, None, 'N', 10863945, 16)
('Quezada', None, None, 'N', 22795641, 15)
('Quick', 'Louis', 'Sir', 'Y', 15239576, 15)
('Quick', 'Mildred', 'Ms.', 'Y', 21649067, 15)
('Quick', 'Steven', 'Sir', 'N', 17529584, 15)
('Quick', None, 'Dr.', 'Y', 5331651, 15)
('Quick', None, None, 'N', 13925108, 15)
('Quigley', 'Colleen', 'Ms.', 'Y', 15991919, 15)
('Quigley', 'Doris', 'Dr.', 'N', 23666014, 16)
('Quigley', 'Heidi', 'Ms.', 'Y', 10123973, 16)
('Quillen', 'Larry', 'Mr.', 'N', 14794729, 15)
('Quinlan', 'Nicholas', 'Sir', 'N', 17192807, 16)
('Quinn', 'Ashleigh', None, None, 18001340, 16)
('Quinn', 'Billy', 'Dr.', 'N', 6528198, 15)
('Quinn', 'Bruce', 'Mr.', 'N', 18233539, 16)
('Quinn', 'David', 'Sir', 'Y', 5179526, 15)
('Quinn', 'David', 'Sir', 'N', 2335456, 15)
('Quinn', 'David', 'Sir', 'N', 21295940, 15)
('Quinn', 'Dorothy', 'Mrs.', 'Y', 5774467, 15)
('Quinn', 'Eddie', 'Mr.', 'N', 8912808, 15)
('Quinn', 'Eddie', 'Mr.', 'N', 11737353, 16)
('Quinn', 'Eloisa', 'Mrs.', 'Y', 17825993, 15)
('Quinn', 'Grace', 'Mrs.', 'N', 14376683, 15)
('Quinn', 'Harriette', 'Mrs.', 'Y', 21205300, 16)
('Quinn', 'Joyce', 'Mrs.', 'N', 4036469, 16)
('Quinn', 'Justin', 'Mr.', 'N', 4941495, 15)
('Quinn', 'Kevin', None, None, 12989390, 15)
('Quinn', 'Kimberly', 'Dr.', 'N', 6310830, 16)
('Quinn', 'Lula', 'Dr.', 'N', 7984671, 15)
('Quinn', 'Lydia', 'Dr.', 'Y', 6803179, 15)
('Quinn', 'Marie', 'Miss', 'Y', 111016, 15)
('Quinn', 'Sharon', 'Dr.', 'Y', 554978, 15)
('Quinn', 'Wanda', 'Dr.', 'Y', 20363322, 15)
('Quinones', 'Bradley', 'Mr.', 'Y', 19312675, 16)
('Quinones', 'Jeffrey', 'Mr.', 'N', 15789862, 15)
('Quinones', 'Lacy', 'Dr.', 'N', 7062977, 15)
('Quinones', 'Neal', 'Mr.', 'N', 18663507, 16)
('Quinones', 'Nicole', 'Ms.', 'Y', 12725153, 15)
('Quinonez', 'Ira', 'Mr.', 'N', 13102761, 16)
('Quinonez', 'Sally', 'Mrs.', 'Y', 7135604, 15)
('Quinonez', 'William', 'Dr.', 'N', 20876794, 15)
('Quintana', 'Adina', 'Miss', 'N', 22645459, 15)
('Quintana', 'Bill', 'Dr.', 'N', 15483744, 15)
('Quintana', 'George', 'Sir', 'N', 22603968, 15)
('Quintana', 'Jeffrey', 'Dr.', 'Y', 19732773, 16)
('Quintana', 'Lucy', 'Ms.', 'Y', 7132673, 15)
('Quintana', 'Melanie', 'Ms.', 'N', 5780064, 15)
('Quintana', 'Melanie', 'Ms.', 'N', 13969801, 15)
('Quintana', 'Olga', 'Mrs.', 'N', 8014059, 15)
('Quintana', 'Roberta', 'Dr.', 'Y', 12695401, 16)
('Quintana', 'Ronald', 'Dr.', 'Y', 15568658, 15)
('Quintanilla', 'Bettina', 'Dr.', 'Y', 15124562, 16)
('Quintanilla', 'Edward', 'Sir', 'Y', 12694995, 15)
('Quintanilla', 'Janet', 'Mrs.', 'N', 21852571, 15)
('Quintanilla', 'Michael', 'Dr.', 'N', 23774644, 16)
('Quintero', 'Betty', 'Dr.', 'Y', 1836173, 16)
('Quintero', 'Donna', 'Mrs.', 'N', 18331548, 15)
('Quintero', 'Phyllis', 'Ms.', 'N', 9339255, 15)
('Quintero', 'Randall', 'Sir', 'Y', 1785666, 15)
('Quintero', 'Ruben', 'Mr.', 'Y', 8511592, 15)
('Quiroz', 'Debra', 'Dr.', 'N', 8019045, 15)
('Quiroz', 'Jan', 'Sir', 'Y', 12123435, 16)
('Quiroz', 'Paul', 'Dr.', 'Y', 5178680, 15)
('Quiroz', 'Sandra', 'Miss', 'N', 13230757, 16)
('Quiroz', 'Teresa', 'Dr.', 'Y', 23054299, 16)
('Rader', 'Alicia', 'Dr.', 'Y', 18978472, 16)
('Rader', 'Hai', 'Sir', 'Y', 7013742, 15)
('Rader', 'James', 'Mr.', 'N', 23686489, 15)
('Rader', 'Laura', 'Miss', 'Y', 13023924, 16)
('Rader', 'Wanda', 'Miss', 'Y', 10200807, 16)
('Rader', 'Wesley', 'Mr.', 'N', 12158170, 15)
('Radford', 'Bobby', 'Dr.', 'N', 15515856, 16)
('Radford', 'Jeanne', 'Mrs.', 'Y', 7364864, 15)
('Rafferty', 'Lena', 'Ms.', 'Y', 16468312, 15)
('Rafferty', 'Michelle', 'Dr.', 'N', 18669796, 15)
('Ragan', 'Jennifer', 'Dr.', 'Y', 12467796, 15)
('Ragan', 'Ronald', 'Mr.', 'Y', 13916758, 16)
('Ragland', 'Edward', 'Mr.', 'N', 11028875, 16)
('Ragland', 'Robert', 'Dr.', 'N', 6141359, 15)
('Ragland', 'Terry', 'Dr.', 'Y', 3758541, 15)
('Ragsdale', 'Alfredo', 'Dr.', 'N', 20384678, 15)
('Ragsdale', 'Joshua', 'Sir', 'Y', 18414323, 15)
('Ragsdale', 'Joyce', 'Dr.', 'N', 1936088, 15)
('Ragsdale', 'Marcia', 'Dr.', 'Y', 1633805, 15)
('Ragsdale', 'Tammy', 'Ms.', 'N', 22816886, 15)
('Ragsdale', 'Thomas', 'Sir', 'N', 18823391, 15)
('Ragsdale', 'Viola', 'Mrs.', 'Y', 22326853, 15)
('Raines', 'Brooke', 'Miss', 'N', 3615232, 15)
('Raines', 'Hannah', 'Dr.', 'Y', 5282958, 15)
('Raines', 'Jessica', 'Dr.', 'Y', 10817143, 16)
('Raines', 'Kevin', 'Dr.', 'N', 10364260, 16)
('Raines', 'Michael', 'Dr.', 'Y', 7167761, 15)
('Raines', 'Rose', 'Dr.', 'N', 11580440, 15)
('Raines', 'Vernon', 'Sir', 'Y', 7708002, 15)
('Rainey', 'Albert', 'Dr.', 'Y', 1399309, 15)
('Rainey', 'Estela', 'Ms.', 'Y', 2412339, 15)
('Rainey', 'Floy', 'Mrs.', 'N', 14106218, 16)
('Rains', 'Corey', 'Mr.', 'Y', 4304941, 16)
('Rains', 'Donnie', 'Dr.', 'Y', 13652784, 15)
('Rains', 'Joseph', 'Mr.', 'N', 112846, 15)
('Rains', 'Paul', 'Dr.', 'N', 1024355, 16)
('Raley', 'Guillermina', 'Mrs.', 'Y', 9992452, 15)
('Ralph', 'Jacob', 'Sir', 'Y', 12810086, 15)
('Ralph', 'Larry', 'Sir', 'N', 14613071, 15)
('Ralph', 'Vernon', 'Sir', 'N', 12009783, 15)
('Ralston', 'Cheryl', 'Mrs.', 'N', 13141492, 15)
('Ralston', 'Linda', 'Ms.', 'N', 11530418, 15)
('Ralston', 'Manuel', None, 'N', 206659, 15)
('Ralston', 'Tina', 'Dr.', 'N', 8802395, 15)
('Ramey', 'Jennie', 'Mrs.', 'Y', 22071316, 16)
('Ramey', 'Michael', 'Sir', 'Y', 7270070, 16)
('Ramey', 'Michael', 'Sir', 'N', 1343264, 15)
('Ramey', 'Sylvia', 'Mrs.', 'Y', 981469, 16)
('Ramirez', 'Adam', 'Dr.', 'N', 8789998, 16)
('Ramirez', 'Andrea', 'Miss', 'Y', 14883739, 15)
('Ramirez', 'Andrea', 'Miss', 'Y', 19559668, 15)
('Ramirez', 'Annie', 'Miss', 'Y', 2345151, 15)
('Ramirez', 'Anthony', 'Mrs.', 'Y', 5763731, 15)
('Ramirez', 'Ashlee', 'Miss', 'Y', 2911269, 16)
('Ramirez', 'Bobbi', 'Mrs.', 'Y', 2185555, 15)
('Ramirez', 'Brett', 'Dr.', 'Y', 16303444, 15)
('Ramirez', 'Brett', 'Dr.', 'Y', 18003963, 15)
('Ramirez', 'Bruce', 'Dr.', 'N', 5213786, 15)
('Ramirez', 'Chloe', 'Ms.', 'Y', 20164120, 15)
('Ramirez', 'Christopher', 'Mr.', 'N', 23976033, 15)
('Ramirez', 'Colleen', 'Miss', 'N', 23126311, 16)
('Ramirez', 'Dale', 'Sir', 'Y', 23247500, 16)
('Ramirez', 'Darius', 'Mr.', 'Y', 7479910, 15)
('Ramirez', 'David', 'Mr.', 'Y', 23060414, 16)
('Ramirez', 'David', 'Sir', 'Y', 18404806, 15)
('Ramirez', 'Debora', 'Dr.', 'N', 5520539, 16)
('Ramirez', 'Donald', 'Mr.', 'N', 13460249, 16)
('Ramirez', 'Doris', 'Ms.', 'Y', 3438575, 15)
('Ramirez', 'Duane', 'Sir', 'Y', 11778206, 15)
('Ramirez', 'Edmund', 'Mr.', 'Y', 7619605, 16)
('Ramirez', 'Elizabeth', 'Dr.', 'N', 4322508, 15)
('Ramirez', 'Elizabeth', 'Dr.', 'N', 7172817, 15)
('Ramirez', 'Elizabeth', 'Mrs.', 'Y', 5031682, 16)
('Ramirez', 'Florence', 'Miss', 'N', 5397227, 15)
('Ramirez', 'George', 'Sir', 'N', 13449169, 16)
('Ramirez', 'Helen', 'Mrs.', 'Y', 22399760, 15)
('Ramirez', 'Hunter', 'Dr.', 'Y', 12791669, 15)
('Ramirez', 'Jackson', 'Mr.', 'Y', 575374, 15)
('Ramirez', 'Jeffrey', 'Mr.', 'Y', 16491471, 15)
('Ramirez', 'Jennifer', 'Ms.', 'N', 5163944, 15)
('Ramirez', 'Joe', 'Sir', 'N', 17429635, 15)
('Ramirez', 'Juana', 'Dr.', 'Y', 8608856, 15)
('Ramirez', 'Julia', 'Ms.', 'Y', 6091598, 15)
('Ramirez', 'June', 'Miss', 'N', 17996777, 15)
('Ramirez', 'June', 'Mrs.', 'N', 11739890, 15)
('Ramirez', 'Keith', 'Mr.', 'N', 11225373, 15)
('Ramirez', 'Kimberly', 'Dr.', 'Y', 19303692, 16)
('Ramirez', 'Kimberly', 'Ms.', 'Y', 6015716, 15)
('Ramirez', 'Kristie', 'Ms.', 'Y', 15423968, 15)
('Ramirez', 'Lewis', 'Sir', 'N', 2137287, 15)
('Ramirez', 'Linda', 'Ms.', 'N', 13642682, 15)
('Ramirez', 'Lizzie', 'Dr.', 'N', 10782029, 15)
('Ramirez', 'Margaret', 'Mrs.', 'N', 10446988, 15)
('Ramirez', 'Mark', 'Dr.', 'Y', 11920947, 15)
('Ramirez', 'Marsha', 'Dr.', 'N', 13150251, 16)
('Ramirez', 'Pamela', 'Miss', 'Y', 4461013, 15)
('Ramirez', 'Patrica', 'Ms.', 'Y', 18162999, 15)
('Ramirez', 'Paula', 'Miss', 'Y', 21044604, 16)
